Question,Response
Challenges which parents raised if any:,Nil
Challenges which parents raised if any:,Irregularities of students due to Covid 19
Challenges which parents raised if any:,No any
Challenges which parents raised if any:,No
Challenges which parents raised if any:,No
Challenges which parents raised if any:,Nil
Challenges which parents raised if any:,Covid 19
Challenges which parents raised if any:,Nil
Challenges which parents raised if any:,None
Challenges which parents raised if any:,Covid
Challenges which parents raised if any:,No
Challenges which parents raised if any:,Nil
Challenges which parents raised if any:,Few of parents are not willing to send their wards in new classes due to the non availability of PTI teacher.
Challenges which parents raised if any:,Students Self Study
Challenges which parents raised if any:,No challenges 
Challenges which parents raised if any:,nothing 
Challenges which parents raised if any:,.
Challenges which parents raised if any:,nil
Challenges which parents raised if any:,None 
Challenges which parents raised if any:,No
Challenges which parents raised if any:,No
Challenges which parents raised if any:,No
Challenges which parents raised if any:,No
Challenges which parents raised if any:,Covid fear 
Challenges which parents raised if any:,Nil
Challenges which parents raised if any:,No
Challenges which parents raised if any:,No
Challenges which parents raised if any:,No
Challenges which parents raised if any:,No
Challenges which parents raised if any:,nil
Challenges which parents raised if any:,ਕੋਈ ਨਹੀਂ  
Challenges which parents raised if any:,Nil
Challenges which parents raised if any:,Nil
Challenges which parents raised if any:,None use
Challenges which parents raised if any:,To increase enrollment 
Challenges which parents raised if any:,To increase enrollment 
Challenges which parents raised if any:,To increase enrollment 
Challenges which parents raised if any:,Lack of staff 
Challenges which parents raised if any:,.
Challenges which parents raised if any:,No
Challenges which parents raised if any:,Misuse of smartphone.
Challenges which parents raised if any:,Na
Challenges which parents raised if any:,Na
Challenges which parents raised if any:,nil
Challenges which parents raised if any:,No
Challenges which parents raised if any:,No
Challenges which parents raised if any:,No
Challenges which parents raised if any:,No
Challenges which parents raised if any:,No
Challenges which parents raised if any:,No
Challenges which parents raised if any:,No
Challenges which parents raised if any:,.
Challenges which parents raised if any:,No
Challenges which parents raised if any:,No
Mention if any other activity:,Regular visit exam period
Mention if any other activity:,Motivated 8th and 10th students about Board exams
Mention if any other activity:,Regular planned visit
Mention if any other activity:,Meeting at fdk
Mention if any other activity:,Talk to teachers regarding data analysis
Mention if any other activity:,Result analysis and compilation data
Mention if any other activity:,Routine visit
Mention if any other activity:,Regular visit
Mention if any other activity:,Pre board exam Discuss with teachers
Mention if any other activity:,Taught students
Mention if any other activity:,Comile result 
Mention if any other activity:,Compiled pre borad result list 
Mention if any other activity:,"Discussion about Pre board result,EBC, mission Satprtisat, enrollment etc"
Mention if any other activity:,Updated result
Mention if any other activity:,Discussion and comparison of dec test and pre board exam.
Mention if any other activity:,Data compilation
Mention if any other activity:,Meeting with honorable Chief Secretary Education at NTC school Rajpura
Mention if any other activity:,Compilation of marks of pre board exam
Mention if any other activity:,Result Compilation
Mention if any other activity:,Result Compilation
Mention if any other activity:,Analysis of answer sheets of PRE BOARD exam
Mention if any other activity:,Attend meeting at Rajpura NTC
Mention if any other activity:,Attended District meeting at NTC RAJPURA
Mention if any other activity:,Interacted with all students
Mention if any other activity:,pre board data compilation 
Mention if any other activity:,"analysis of Pre Board 
Enrollment  Morning Calls
Extra Classes  EBC Mission 100%"
Mention if any other activity:,Pre board data filling
Mention if any other activity:,"Discussion about  MISSION 100%,  BOOSTER CLUB, SMART SCHOOL PERIMETER, BUDDY GROUP, TO DEVELOP MATHS PARK, MLL QUESTIONS,MORE USE of E-CONTENT & Punjab EDUCARE app., EXTRA CLASSES,Discussion on pre board maths data analysis."
Mention if any other activity:,"Analysis of pre board papers, Discussion regarding achieving target of 100%, enrollment drive. "
Mention if any other activity:,Pre Board Data Analysis 
